Город,Страна,lat,lng,Население,Аб2,Аб3
Цапфендорф,Германия,50.0175,окт.08,5002.0,DE,DEU
Хадсон,Канада,45.45,-74.15,5165.0,CA,CAN
Кроуфордвилл,Соединенные Штаты,30.1995,-84.3634,5164.0,US,USA
Двори-над-Еситавой,Словакия,47.9933,18.2642,5084.0,SK,SVK
Ибикера,Бразилия,-12.6508,-40.9339,5158.0,BR,BRA
Виктор Харбор,Австралия,-35.55,138.6167,4233.0,AU,AUS
Бердюжье,Россия,55.8042,68.3,5158.0,RU,RUS
Лейк-Сити,Соединенные Штаты,44.4453,-92.2796,5162.0,US,USA
Порнайнен,Финляндия,60.475,25.375,5125.0,FI,FIN
Ниноцминда,Грузия,41.2658,43.5889,5144.0,GE,GEO
Эрбендорф,Германия,49.8333,12.май,5085.0,DE,DEU
Ла Гарнаш,Франция,46.8906,-1.8311,5075.0,FR,FRA
Кебей,Турция,41.3067,32.1442,5081.0,TR,TUR
Груиссан,Франция,43.1069,3.0883,5044.0,FR,FRA
Гананок,Канада,44.33,-76.17,5159.0,CA,CAN
Раквиц,Германия,51.4333,дек.33,5030.0,DE,DEU
Ривер Ридж,Соединенные Штаты,28.2669,-82.6257,5157.0,US,USA
Очи,Япония,33.5328,133.2519,5111.0,JP,JPN
Григорьевка,Кыргызстан,42.72,77.47,5133.0,KG,KGZ
Эрвин,Соединенные Штаты,35.3226,-78.6734,5156.0,US,USA
Бигудин,Марокко,30.7185,-9.2101,5131.0,MA,MAR
Крихана Вече,Молдова,45.8333,28.1833,5099.0,MD,MDA
Капистрелло,Италия,41.9736,13.апр,5154.0,IT,ITA
Гроссе-Пуант,Соединенные Штаты,42.3915,-82.9118,5154.0,US,USA
Улад Мессауд,Марокко,32.1883,-7.1808,5011.0,MA,MAR
Эрленбах,Германия,50.1497,10.1331,5004.0,DE,DEU
Казоулис Бизаерс,Франция,43.3922,3.1014,5023.0,FR,FRA
Зырянское,Россия,56.8306,86.6272,5150.0,RU,RUS
Шваан,Германия,53.9333,12.янв,5022.0,DE,DEU
Алверингем,Бельгия,51.0111,фев.08,5089.0,BE,BEL
Блаувельт,Соединенные Штаты,41.0689,-73.9545,5152.0,US,USA
Мэн,Соединенные Штаты,42.2,-76.0314,5152.0,US,USA
Бульбоака,Молдова,46.8847,29.3086,5036.0,MD,MDA
Грин,Соединенные Штаты,42.3187,-75.7692,5151.0,US,USA
Ханамаулу,Соединенные Штаты,21.9954,-159.3493,5150.0,US,USA
Блис Корнер,Соединенные Штаты,41.6054,-70.9421,5150.0,US,USA
Грамблинг,Соединенные Штаты,32.5276,-92.7124,5150.0,US,USA
Сан-Дионисио-дель-Мар,Мексика,16.3217,-94.7569,5127.0,MX,MEX
Милиууйи,Румыния,47.7864,26.0044,5005.0,RO,ROU
Беас де Сегура,Испания,38.25,-2.8833,5115.0,ES,ESP
Вилла Прописио,Бразилия,-15.4569,-48.8889,5145.0,BR,BRA
Стерва,Франция,49.0517,июл.53,5025.0,FR,FRA
Оттава,Соединенные Штаты,41.0203,-84.0354,5147.0,US,USA
Хитра,Норвегия,63.5472,авг.47,5140.0,NO,NOR
Красный Холм,Россия,58.05,37.0167,5140.0,RU,RUS
Эбнат-Каппель,Швейцария,47.2632,9.1234,5031.0,CH,CHE
Суворово,Болгария,43.3283,27.5924,5059.0,BG,BGR
Рио-ду-Прадо,Бразилия,-16.6078,-40.57,5133.0,BR,BRA
Агриколандия,Бразилия,-5.7989,-42.6689,5098.0,BR,BRA
Бердсборо,Соединенные Штаты,40.262,-75.8099,5143.0,US,USA
Верхний Йодер,Соединенные Штаты,40.2995,-78.9907,5143.0,US,USA
Бристоль,Соединенные Штаты,42.5378,-88.0149,5142.0,US,USA
Сент-Клерсвилл,Соединенные Штаты,40.0792,-80.8997,5141.0,US,USA
Уотербери,Соединенные Штаты,44.3851,-72.746,5141.0,US,USA
Айден,Соединенные Штаты,35.4694,-77.4167,5141.0,US,USA
Русский Камешкир,Россия,52.8657,46.0933,5131.0,RU,RUS
Палестина,Бразилия,-9.6719,-37.3292,5037.0,BR,BRA
Коулбрукдейл,Соединенные Штаты,40.3468,-75.6464,5139.0,US,USA
Кастро де Рей,Испания,43.2081,-7.3986,5110.0,ES,ESP
Комбарбал,Чили,-31.1667,-71.05,5134.0,CL,CHL
Алькальд дель Валье,Испания,36.9,-5.1667,5031.0,ES,ESP
Сэс Салинес,Испания,39.3386,3.0536,5010.0,ES,ESP
Маргарет,Соединенные Штаты,33.6735,-86.468,5137.0,US,USA
Идринское,Россия,54.3697,92.1342,5135.0,RU,RUS
Атл,Индия,14.5583,79.0547,5071.0,IN,IND
Си Сахон,Таиланд,июн.35,101.5033,5081.0,TH,THA
Ассоро,Италия,37.6333,14.4167,5090.0,IT,ITA
Ленцкирх,Германия,47.8681,8.205,5048.0,DE,DEU
Колвилл,Соединенные Штаты,48.5454,-117.8986,5135.0,US,USA
Пефиел,Испания,41.6,-4.1167,5068.0,ES,ESP
Бирутив,Польша,51.1244,17.5461,5065.0,PL,POL
Вальверде,Испания,27.8097,-17.9151,5084.0,ES,ESP
Турвес,Франция,43.4081,май.39,5056.0,FR,FRA
Голландия,Соединенные Штаты,40.5966,-75.1221,5133.0,US,USA
Дом Кавати,Бразилия,-19.3739,-42.1058,5048.0,BR,BRA
Гент,Соединенные Штаты,42.312,-73.6509,5132.0,US,USA
Марион,Соединенные Штаты,41.7091,-70.7635,5132.0,US,USA
Сибецу,Япония,43.6614,145.1314,5123.0,JP,JPN
Сумисвальд,Швейцария,47.0275,июл.53,5046.0,CH,CHE
Аскола,Финляндия,60.5278,25.июн,5104.0,FI,FIN
Сиви,Финляндия,63.9069,24.5167,5124.0,FI,FIN
Бенто Фернандес,Бразилия,-5.6939,-35.82,5113.0,BR,BRA
Примера,Соединенные Штаты,26.2237,-97.7528,5130.0,US,USA
Честер,Соединенные Штаты,42.9672,-71.2509,5129.0,US,USA
Ошамамбе,Япония,42.5136,140.3804,5112.0,JP,JPN
Гумбольдт,Соединенные Штаты,42.7232,-94.2245,5128.0,US,USA
Сержант Блафф,Соединенные Штаты,42.3976,-96.3517,5127.0,US,USA
Амадон,Испания,38.7764,-4.8369,5105.0,ES,ESP
Фезуан,Марокко,34.9164,-2.2042,5089.0,MA,MAR
Хоумстед Медоуз на севере,Соединенные Штаты,31.8483,-106.1707,5126.0,US,USA
Лонси,Германия,48.5433,сен.14,5010.0,DE,DEU
Фререн,Германия,52.4667,июл.33,5023.0,DE,DEU
Япур,Бразилия,-1.8261,-66.5989,5125.0,BR,BRA
Спринг Велли,Соединенные Штаты,41.3357,-89.2034,5125.0,US,USA
Обертульба,Германия,50.2,сен.67,5029.0,DE,DEU
Ардор,Италия,38.1833,16.1667,5114.0,IT,ITA
Обанлар,Турция,38.7014,30.7828,5086.0,TR,TUR
Флаглер-Бич,Соединенные Штаты,29.4716,-81.1303,5123.0,US,USA
Канутильо,Соединенные Штаты,31.9185,-106.6006,5123.0,US,USA
Рейнсвилл,Соединенные Штаты,34.4939,-85.8435,5123.0,US,USA
Бетулия,Колумбия,06.сен,-73.2836,5110.0,CO,COL
Брокенхед,Канада,50.1428,-96.5319,5122.0,CA,CAN
Сен-Поль,Канада,45.9833,-73.45,5122.0,CA,CAN
Хала,Туркменистан,38.0686,64.8811,5101.0,TM,TKM
Лон Гров,Соединенные Штаты,34.1809,-97.2559,5121.0,US,USA
Хатукай,Россия,45.1833,39.6667,5072.0,RU,RUS
Сильвер Хилл,Соединенные Штаты,38.8392,-76.9367,5120.0,US,USA
Колона,Соединенные Штаты,41.4678,-90.3445,5120.0,US,USA
Альфандега,Португалия,41.35,-6.9667,5104.0,PT,PRT
Краухенвис,Германия,48.0169,сен.03,5007.0,DE,DEU
Негру Вод,Румыния,43.8181,28.2125,5088.0,RO,ROU
Йоройнен,Финляндия,62.1833,27.8333,5110.0,FI,FIN
Монтекастрилли,Италия,42.65,дек.33,5037.0,IT,ITA
Пранчита,Бразилия,-26.02,-53.74,5095.0,BR,BRA
Олива-де-ла-Фронтера,Испания,38.2764,-6.92,5083.0,ES,ESP
Батлмент Меза,Соединенные Штаты,39.4505,-108.0066,5116.0,US,USA
Пост,Соединенные Штаты,33.1911,-101.3814,5115.0,US,USA
Вакфкебир,Турция,41.0458,39.2764,5032.0,TR,TUR
Боуи,Соединенные Штаты,33.5566,-97.844,5114.0,US,USA
Нортумберленд,Соединенные Штаты,43.1621,-73.6305,5114.0,US,USA
Дмитровск-Орловский,Россия,52.505,35.1464,5105.0,RU,RUS
Баб Будир,Марокко,34.0697,-4.1203,5082.0,MA,MAR
Сплат,Германия,49.1739,окт.75,5023.0,DE,DEU
Мак Гуир,Соединенные Штаты,40.0285,-74.5883,5113.0,US,USA
Гузоландия,Бразилия,-20.6497,-50.6619,5103.0,BR,BRA
Монбар,Франция,47.6231,апр.69,5004.0,FR,FRA
Серра-ду-Навио,Бразилия,0.9014,-52.0022,5111.0,BR,BRA
Карми,Соединенные Штаты,38.0863,-88.1718,5111.0,US,USA
Париж,Соединенные Штаты,44.2445,-70.4883,5111.0,US,USA
Обервихтах,Германия,49.4667,дек.67,5030.0,DE,DEU
Лесиньяно-де- Баньи,Италия,44.643,окт.94,5005.0,IT,ITA
Изналлоз,Испания,37.3925,-3.5225,5094.0,ES,ESP
Илок,Хорватия,45.2225,19.3728,5072.0,HR,HRV
Гальяно дель Капо,Италия,39.85,18.3667,5098.0,IT,ITA
Кингс-парк,Соединенные Штаты,38.8026,-77.2396,5109.0,US,USA
Квантико,Соединенные Штаты,38.5228,-77.3187,5109.0,US,USA
Минео,Италия,37.2664,14.6911,5088.0,IT,ITA
Перуштица,Болгария,42.0563,24.5414,5026.0,BG,BGR
Стара Моравица,Сербия,45.8689,19.4661,5051.0,RS,SRB
Коко,Пуэрто-Рико,18.001,-66.2603,5108.0,PR,PRI
Лейк,Соединенные Штаты,41.4549,-75.3754,5108.0,US,USA
Сальбрис,Франция,47.4253,2.0519,5060.0,FR,FRA
Лабранзагранде,Колумбия,май.33,-72.5775,5099.0,CO,COL
Утика,Соединенные Штаты,42.629,-83.0218,5107.0,US,USA
Гаргальской,Греция,37.0667,21.6333,5007.0,GR,GRC
Фаном,Таиланд,авг.84,98.8122,5074.0,TH,THA
Тхунг Яй,Таиланд,авг.32,99.3631,5010.0,TH,THA
Шинкилл Хевен,Соединенные Штаты,40.6284,-76.1729,5106.0,US,USA
Лакано,Франция,44.9792,-1.0794,5082.0,FR,FRA
Холлфельд,Германия,49.9369,ноя.08,5043.0,DE,DEU
Скотт-Сити,Соединенные Штаты,37.2243,-89.536,5104.0,US,USA
Портленд,Соединенные Штаты,42.8696,-84.899,5104.0,US,USA
Поплар Гров,Соединенные Штаты,42.3516,-88.8353,5104.0,US,USA
Джо Джос да Варгинья,Бразилия,-19.71,-44.5569,5079.0,BR,BRA
Наумбург,Германия,51.25,9.1667,5028.0,DE,DEU
Реани,Марокко,31.2847,-4.2687,5010.0,MA,MAR
Беванья,Италия,42.9333,дек.67,5013.0,IT,ITA
Бьюэлтон,Соединенные Штаты,34.6152,-120.1943,5102.0,US,USA
Дейлвилл,Соединенные Штаты,31.2915,-85.7117,5102.0,US,USA
Сесел,Германия,54.0778,окт.81,5035.0,DE,DEU
Гyер,Норвегия,61.2653,окт.33,5093.0,NO,NOR
Бельвью,Соединенные Штаты,29.0609,-82.0565,5101.0,US,USA
Шайлер Падает,Соединенные Штаты,44.6578,-73.5842,5101.0,US,USA
Денаир,Соединенные Штаты,37.5262,-120.7994,5101.0,US,USA
Уэстлок,Канада,54.1522,-113.8511,5101.0,CA,CAN
Гамелейрас,Бразилия,-15.0819,-43.1239,5096.0,BR,BRA
Остров,Румыния,44.102,27.4017,5069.0,RO,ROU
Высокогорные озера,Соединенные Штаты,41.1716,-74.4643,5098.0,US,USA
Джонстаун,Соединенные Штаты,40.15,-82.6881,5098.0,US,USA
Мискуата-сюр-ле-Лак,Канада,47.68,-68.88,5096.0,CA,CAN
Маратея,Италия,39.9928,15.7167,5088.0,IT,ITA
Вольта Гранде,Бразилия,-21.7708,-42.5389,5070.0,BR,BRA
Дикинсон,Соединенные Штаты,42.1301,-75.9097,5094.0,US,USA
Карусель,Португалия,38.9532,-7.6757,5074.0,PT,PRT
Соус Хевен,Соединенные Штаты,41.5438,-87.1367,5092.0,US,USA
Хьюго,Соединенные Штаты,34.0121,-95.5115,5092.0,US,USA
Тайс,Соединенные Штаты,26.6758,-81.8171,5092.0,US,USA
Халкомулько,Мексика,19.3333,-96.7667,5006.0,MX,MEX
Мексика,Соединенные Штаты,43.4549,-76.205,5090.0,US,USA
Тоун энд Кантри,Соединенные Штаты,47.7259,-117.422,5090.0,US,USA
Лейквью,Соединенные Штаты,34.9777,-85.2539,5089.0,US,USA
Ла-Пуэбла-де-Альморадиэль,Испания,39.6,-3.1,5041.0,ES,ESP
Морганвилль,Соединенные Штаты,40.3756,-74.2444,5088.0,US,USA
Нью-Берлингтон,Соединенные Штаты,39.2624,-84.552,5088.0,US,USA
Мокрехна,Германия,51.5,12.авг,5044.0,DE,DEU
Большое Болдино,Россия,55.0039,45.3097,5074.0,RU,RUS
Шеннон,Канада,46.8833,-71.5167,5086.0,CA,CAN
Виш,Нидерланды,51.9333,июн.67,5017.0,NL,NLD
Ведра,Испания,42.7833,-8.4667,5032.0,ES,ESP
Осойос,Канада,49.0325,-119.4661,5085.0,CA,CAN
Лауреана ди Боррелло,Италия,38.4919,16.0811,5080.0,IT,ITA
Борха,Испания,41.8333,-1.5333,5037.0,ES,ESP
Холбрук,Соединенные Штаты,34.9044,-110.1672,5084.0,US,USA
Фор Корнес,Соединенные Штаты,45.6704,-111.178,5084.0,US,USA
Корраль-де-Альмагер,Испания,39.7594,-3.165,5068.0,ES,ESP
Рочедо,Бразилия,-19.9528,-54.8928,5079.0,BR,BRA
Рио-Хондо,Соединенные Штаты,26.2347,-97.5817,5082.0,US,USA
Шелдон,Соединенные Штаты,43.1796,-95.8441,5082.0,US,USA
Любим,Россия,58.35,40.7,5076.0,RU,RUS
Северный Фонд-дю-Лак,Соединенные Штаты,43.8107,-88.4861,5081.0,US,USA
Шелби,Соединенные Штаты,43.1738,-78.3868,5081.0,US,USA
Крествуд,Соединенные Штаты,38.3356,-85.4839,5081.0,US,USA
Мидл-Пакстон,Соединенные Штаты,40.3934,-76.8753,5080.0,US,USA
Исакеа,Румыния,45.2697,28.4597,5026.0,RO,ROU
Ларакете,Чили,-37.1677,-73.1859,5014.0,CL,CHL
Миддлтон-он-Си,Великобритания,50.7949,-0.6197,5077.0,GB,GBR
Джампрука,Бразилия,-18.4628,-41.8039,5067.0,BR,BRA
Канеяма,Япония,38.8833,140.3394,5045.0,JP,JPN
Кондофури,Италия,38.0,15.8667,5053.0,IT,ITA
Фокс Чапел,Соединенные Штаты,40.5247,-79.8898,5076.0,US,USA
Винтон,Соединенные Штаты,42.1631,-92.026,5075.0,US,USA
Кастильбланко-де-лос-Арройос,Испания,37.675,-5.9889,5059.0,ES,ESP
Мулай Дрисс Агбал,Марокко,33.7897,-6.4986,5043.0,MA,MAR
Де Мотт,Соединенные Штаты,41.1988,-87.1973,5073.0,US,USA
Сильвер Спрингс,Соединенные Штаты,39.3826,-119.2149,5073.0,US,USA
Канделеда,Испания,40.1558,-5.2408,5049.0,ES,ESP
Сильванаполис,Бразилия,-11.1469,-48.1689,5068.0,BR,BRA
Меплвуд,Соединенные Штаты,47.3716,-122.5689,5072.0,US,USA
Чайтон,Чили,-42.9193,-72.7088,5071.0,CL,CHL
Мерседес,Бразилия,-24.4539,-54.1619,5046.0,BR,BRA
Гленко,Соединенные Штаты,33.9449,-85.9319,5071.0,US,USA
Херст,Канада,49.6869,-83.6544,5070.0,CA,CAN
Западный Мид,Соединенные Штаты,41.6266,-80.1247,5069.0,US,USA
Кентербери,Соединенные Штаты,41.6979,-71.9998,5069.0,US,USA
Адамс,Соединенные Штаты,43.8511,-76.0379,5068.0,US,USA
Шанор-Нортвью,Соединенные Штаты,40.9104,-79.9157,5068.0,US,USA
Домейкава,Литва,54.9667,23.9167,5006.0,LT,LTU
Дачи,Китай,32.5293,107.5658,5047.0,CN,CHN
Кастельбеллино,Италия,43.4878,13.1458,5009.0,IT,ITA
Тисзаальп,Венгрия,46.8167,19.9833,5010.0,HU,HUN
Белла,Италия,40.7667,15.5333,5014.0,IT,ITA
